publishedAt,authorDisplayName,textDisplay,likeCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T03:16:08Z,SEDERHANA,Semoga sehat selalu pak erik tohir ❤❤❤. <br>Madura,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T03:13:35Z,Ratri Gandies,Hallo....,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T03:04:10Z,ANAK PERTAMINA,Saya setuju kalau Indonesia punya ke ajaiban.indonesia 1-argentina 0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:55:04Z,nanana,Undang pak Nadiem,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:51:41Z,udin kuy kuy,Gak banyak janji,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:47:48Z,priyanto pundjul,Kalo sya WALAUPUN DI ATAS KERTAS TIM Nas Tidak Di unggulkan <br>Sya Tetep  Memegang Tim Nas .tebkan  sya ma 0.0<br>Skur skur O1 Buat TIM Nas  🤲,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:47:27Z,Edhy Teken13,Secara teori Indonesia kalah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:37:54Z,LOL MEDIA,Suaranya ga bisa digedein lagi apa ya. Setiap nonton musyawarah volumenya mesti difull-in terus.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:37:15Z,Saskiia Ooo,saya harap pak erick jngan ninggalin pssi dulu sebelom 2 periode d pssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:32:47Z,Duwi Rizky Purnomo,Kok aku senyum² sendiri liatnya ya 😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:26:33Z,General Aladeen,Si erik ini sebetulnya ketum PSSI atau menteri BUMN?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:08:14Z,Barbatos,liat besok indo menang 1-0 🤫,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T02:04:20Z,Link City,Mbak nana audionya kecil banget,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:48:18Z,pito soedono,Kalau Messi +2 gak ikut,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:44:28Z,Fidel Vincent,Pa Erik messi garis keras bah wkwkwk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:44:24Z,Taryono Yo,Meskipun punya kualitas untuk jadi cawapres tapi saya harap janganlah dulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:44:08Z,2nd Juned,Focus di PSSI pak jangan jadi  cawapres inshallah bapak kelak lebih layak jadi Presiden❤ Sehat sehat terus pak 😊,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:33:53Z,Basuki Joggo,Skornya nanti <br><br>INDONESIA 3-ARGENTINA CUKUP 2😂😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:26:51Z,Zhorif Tria,Undang kuch justinnn mbak najwa,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:25:16Z,Powex,Tinggalin aja itu BUMN...kamu gak becus ngurusnya... <br>Kalo mau di pssi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:21:48Z,Gilang Ramadhan,Mantap pak Erik decul juga. Rispek.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T01:05:17Z,Moh.Hafidhi Ms,Salah satu jawaban dari konten yang dulu sempat viral tentang &quot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:58:57Z,HOERUL AMILIN,Pak erik agak kurusan.sehat sellu pak el presidente,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:54:45Z,Syaipullah Syaipullah,Pak Erick punya kapasitas jdi pemimpin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:26:05Z,Dayak Banua,nda usah nebak skor,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:09:31Z,Xiaoyu,pak thohir  : saya orangnya detail.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T00:03:52Z,Haruni Safira,Cocok jadi cawapres RI berpasangan dgn presiden yg cerdas dan berakhlak mulia dan memiliki kapasitas keilmuan pengalaman dan sama2 memiliki jaringan internasional yg kuat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T07:35:19Z,El-Khair Galery ,Jangannn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T23:59:44Z,Farhan Mz,Jangan jadi cawapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T23:43:09Z,Rizky Zafran,Kalo pak Erik cawapres gua gamau pilih wkwkw biar jadi ketum PSSI aja😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T22:44:16Z,Nur Zaini,Saya optimis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T22:34:56Z,sul,CALON PRESIDEN YG PAS BUKAN LAGI WACAPRES,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T22:21:29Z,Pangeran Cinta,Mbak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T22:21:11Z,wijaya kusuma,MERAHKAN GBK🇮🇩🇮🇩🇮🇩🇮🇩🇮🇩,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T22:07:09Z,Augustin Nugraha,Pak bola mulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:51:58Z,Kintan Kharisma,Mohon dengan sangat pak erik jangan dulu jadi wapres  pak erik🙏,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:47:39Z,El Botuna,Dia cawapres gausah d cobloos kalau mau dia fokus dibola!! Simple gada yg perlu d debatkan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:37:18Z,El Botuna,Kuusut bgt ni Negara!!<br>Masih ada aja yg mau caci pemimpin gini,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:23:50Z,Ferdinand Aries,👍👍,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:14:18Z,MyRez,Urus noh BUMN rik.. Mbak nana bangga amat sm titisan rezim amburadul? Dah gitu Messi gk ada pula😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T21:01:15Z,MyRez,Bohir mana messi?? Banyak gaya lo tohir..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T20:42:53Z,Alif Mufizz,Semoga Indonesia menang lawan Argentina biar jadi hari libur nasional,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:58:21Z,Edward Hermit,Intermezzo sedikit !! <br><br>Apakah National Anthem INDONESIA RAYA 🇮🇩 Akan Dinyanyikan oleh PUTRI ARIANI di GBK nanti saat TIMNAS INDONESIA 🇮🇩 vs ARGENTINA 🇦🇷 ??<br><br>Saya berharap juga kalau ternyata PUTRI ARIANI diberikan kesempatan membawakan INDONESIA RAYA 🇮🇩,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:31:22Z,pow,Co hostnya gak asik,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:21:47Z,Ras autoproject,Seorang Sarifah kaya tak bertuhan....😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:18:35Z,Ras autoproject,Najwa kaya tak bertuhan.kalau tuhan mengijinkan menang atau draw.di mana yg salah... berfikir dan berdoa lah yg fositif,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:16:28Z,windy rima,Pak erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T18:11:04Z,Hokky Bento,Udah fix Ini mah Prabowo - Erick,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T17:39:31Z,SANDY PRIYO K,ERICK TOHIR Gocek semua CALO JASTIP War Tiket.....ga ada Messi auto ga laku dijual mahal tiketnya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T17:38:35Z,Arif Muttaqin,maaf pak tapi biasa nya STY slalu meminta lawan FMD pada rank 100 besar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T16:48:31Z,n,Messi ga datang.  Ga bakal cawapres.  Rugi bandar.  Hihhi...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T16:10:10Z,Choirul Ahmad,Ja najwa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:59:07Z,Riyan Ardiyansyah,Mantap pak 🙏🏻❤️🇮🇩,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:47:29Z,RAS rahmat,Jangan terburu2 jadi cawapres dulu pak. Urus aja bola dulu pak. Kalo bapak urus bola berhasil pasti jalan bapak kedepannya pasti mulus. Dan saya yakin bapak pasti berhasil urus bola indonesia.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:44:16Z,Andi Purbandi,2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:34:31Z,maung bodas,KLo pak erick thohir jadi cawapres ga gua pilih.. Pokoknya gua pen dia tetep di PSSI,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:11:41Z,TM Haris,Bapak Erick selalu bertutur dengan positif. membuat setiap acara menjadi positif juga,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:09:03Z,Peter Setiawan,COMPLEX dan PENUH TANTANGAN.<br><br>Sabar dan TAQWA.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:50:07Z,aris marwan,Pak erick kapan makan bareng sama ojol lagi ???<br>Low profil,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:39:44Z,10 DISTRICTS,Bapak sangat tepat dan kompeten di posisi ini maju Pak erick.pssi jaya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:37:37Z,Bayu Prabowo Sukses,Pengumuman....... <br>In Sya Allah Bayu nanti ada usaha kosan 20 pintu di rawa jaya di dkat kmpus Uin Palembang di tmpt tmpt yg Strategis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:21:55Z,Rahmat Sri Hermawan,p,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:13:57Z,Bos,Gw pernah ktemu Ando loves di CFC Kemang pas casting iklan gw yakin Indonesia vs Argentina menang 2.1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:12:52Z,Rayhan Surya Saputra,wah pak erick tau aja the real goat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T13:57:58Z,Riesta Mart,Saya berharap pa ET bisa lama di pssi  ..karna beliau tau banget tentang sepak bola..dan ini sangat bagus bagi perkembangan sepak bola...pederasi sudah di tangan yang benar...kita sudah bosan dengan pederasi yng jalan di tempat ...sehat slalu pa erik / ba nana.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T13:36:02Z,MasKarso,Sebagai pengagum bung Eto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T13:20:21Z,Wowon Maulana,Mending presiden fifa pak daripada cawapres,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T13:06:25Z,kuffa,Kelihatan dri wajah pak erik orng nya ikhlas.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:59:03Z,Iman Sofyan,Jangan jadi cawapres pa Erik...sepak bola Indonesia butuh orang yg bener  dan berkualitas..,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:50:13Z,Oyon Uchiha,Pak erick tuntaskan dulu di Pssi pemilu berikutnya silahkan jadi capres pak..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:39:44Z,AA,Seru banget obrolannya 🎉,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:35:16Z,Yusnan Tatundang,wakil prabowo mantappp,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:33:06Z,ṦȞ❽ᏞḔȞ ḮƁ六ƝḔƵ,Tetap Pegang PSSI pak.. Jgn Sampai Lepas.. kami Percaya Hanya Pak Erik yg bisa Majukan Sepak bola Indonesia.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:32:15Z,AA,Emang terbaik ini pak erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:13:41Z,Budhi A.M Syachrun,Kontent berkelas,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:07:52Z,edi bojes,🇲🇨  2 - 2 🇦🇷 <br><br>🔥🔥🔥🔥,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:05:29Z,Najwa Putri yonakawa,Ketum PSSI sekarang beda sihhh dari yg udah udah... Yg ini lebih berwibawa cerdas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T12:02:42Z,Naufal muazzam,Cara ngitung point nya pak erick masih salah,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:56:08Z,Nayla Nayla,Seru ketum pssi slalu optimis..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:43:13Z,SAYA DOKTOR,kalo jd wapres tp masih bisa jd ketum pssi sih gk papa pak.. tp jgn sampai d tinggal pssi nya.. sudah bnyak perubahan mendasar ke arah lebih baik pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:35:55Z,Nurdin Udin,Bnrrr tttpp jdi ktua pssi pak..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:35:54Z,Hanif,Benahi BUMN yok BAYAR TanggungJawab yg sudah dikerjakan kontraktor swasta,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:35:03Z,Andri Anto,Siuuuuuuu....,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:30:03Z,updateLama,Akhirnya.. Tiap hari ngecek.. Pgn liat musyawarah.. 😭😭,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:15:59Z,Jonathan Ramirez,ayolah pak jangan dulu cawapres jadi presiden aja 5 tahun lagi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:08:53Z,Salman Al-farizi,Perpanjang kontrak sty pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T11:04:41Z,Hell 1928,Ngomong opo ae hir tohir,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:56:06Z,POKEMON GO,kalau bisa pak erick tahun 2024 jangan dulu mencalonkan selesaikan sepak bola indonesia dulu sampai jabatan ketua PSSI selasai.. agar sepak bola indonesia no 1 di asia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:50:59Z,Kuswanto Anwar,Baru tau pak Erick ngefans Barca wkwk visca Barca pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:34:27Z,Ghozi Fawwaz,ini baru ketum pssi yg ngerti bola+bisnis,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:33:59Z,Tuzukigi03,Tetap Pssi Aja Pak sampai Selesai Jangan Cawapres dlu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:26:03Z,Parni Aziz,Mba najwa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:15:19Z,Roihan Nabil,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:10:30Z,Wildan Apriadi,pembukaannya garing banget,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:08:24Z,Bayu Dianindra,Tunda cawapres pak 2029 yakin pak erick jd presiden jika perbaiki pssi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:00:45Z,21_A2_Kartika Silvia,kereeeeennn pak eriik,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:57:59Z,Deni dsptr,P,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:51:44Z,Endang Rahmat,Sayang ke 3 3 nya yg nge wawancara gak expert..gak ada gregetnya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:50:49Z,Agsana Fatekhah,UNTUK SUPORTER BOLA INDONESIA KALAU PAK ERICK NYALON WAPRES,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:48:49Z,Damianus Ari wardoyo Wardoyo,Luuaarrrbiasaa penjelasan Ketua umum PSSI Bp.Erick thoir utk memotivasi utk para pemain -pemain teamnas Indonesia dari senior,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:39:57Z,M Rajeski Ardiyanto,Pernah denger kata kata : Argentina mau turun sendiri apa di turunin king Indonesia 😎👈,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:32:48Z,Meri Alfiana,Mantap pak erikk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:29:05Z,Julio Alfarizi,Ingat kata Ricardo Kaka piala dunia tidak menentukan segalanya saya mendapatkan semua segalanya tapi saya bukan yang segalanya,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T09:06:40Z,Yozal,Beliau ini orang yang menghidupkan pssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:55:20Z,peter Petker,Sudah ada Oke Biaklah byee semua kalian,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:49:33Z,Afokado Afokado,Mba Najwa dulu uangnya di korupsi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:35:43Z,Toko Fora,Pak eto anda maruk jabatan. Menteri bumn dan ketum pssi diembat demi nafsu politik anda. Jelas2 anda nabrak uu 39/2008 yg larang menteri rangkap jabatan. Gak tau malu dan gak berAKHLAK.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:35:17Z,Syahrul Ruby,Bang messi❤,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:30:44Z,Derry Cimory,Tapi ia sih . Kita harus optimis dulu . Optimis menang 1-0 gpp .  Hasilnya gimana gimana ya gimana nanti yang penting kan optimis dulu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:30:08Z,Agus Hartono,Jagan tinggalkan PSSI pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:27:57Z,Eko Doraemon,Idola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:25:55Z,Agungg Rezkani,gol indo dari lemparan arhan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:22:23Z,Agungg Rezkani,Tetep C ronaldo G.O.A.T 😁,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:20:40Z,Bu Yung,Jend. Sam Ardi B. Abdurrahman Anggara,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:13:59Z,ROY GOTIK CHANNEL,Mantap Pak Erik Tohir maju terus Timnas Indonesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:10:39Z,IZANAMI,6 poin dengan palestina itu bukan kayak gitu pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:30:57Z,IZANAMI,@RonyMustafa Rony lah tlol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T10:17:32Z,RonyMustafa Rony,knp kmu gk jdi ketum pssi aj😅😅😅😅😅😅😂😂😂😂😂😂😂😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T08:01:04Z,Ridho Baihaqi,Utang bumn karya bengkak malah planga plongo ngurus bola.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:57:50Z,hen dratmo,Undang Kochi dong,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:45:28Z,Archi Fitrian Yuananda,Undang sty dunk mbak..😁🙏,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:33:32Z,Andi Nugraha,Mantap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:32:44Z,Galih Honggo Baskoro,we&#39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:32:44Z,RASBHA,Pak erik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:31:56Z,stereo91,Tingkat percaya diri para pemain timnas Indonesia jauh lebih dari pada sebelumnya. Ini berkat motivasi seorang erick thohir,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:22:33Z,Idham Brebes,Prediksi aku 2-1 menang Timnas,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:14:11Z,Derry Cimory,Harusnya kita sebagai orang Indonesia harus .mengutamakan dan mendukung timnas lah . Seberapa cinta nya kita terhadap klub luar .,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T07:03:47Z,SupuArt,Smoga pak erik tdk jd cawapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:57:53Z,Zulaeha zulaeha,Sikat Argentina... Indonesia bisa... terimakasi banyak pak Eric ..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:57:33Z,Vectorizer Art,2-Apr,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:41:46Z,Cindyyln,messi negara mana sh kok ga ikutan apakah lbh besar dr pd negaranya sndiri,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:39:47Z,Channel Cilacap Jaya Alumunium,Sya harap pak erick ttp jd ketum PSSI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:36:59Z,Su Hendri,Kontrak sty di perpanjang pak,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:34:04Z,maula aziz,hmm mbk nana..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:31:43Z,Abbadi Arsad,Apa gunanya ada jovi &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:30:36Z,Nur kholik,Jangan jadi cawapres pak...soalnya klo jafi wapres gak bsa ngatur sepakbola....ntar pssi bilang intervensi pemerintah...mndg di BUMN saja sama ketum PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:19:39Z,Eko Nugraha,Sebaiknya pak erick thohir konsen dlu di PSSI br bbrp hr dipegang beliau sdh byk kemajuan nya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:19:03Z,Rahman Duryat,Kejujuran satu level diatas yg lain..(elite),1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T06:04:08Z,Jual Online,"<a href=""https://youtu.be/m03cvYxt5bI"">https://youtu.be/m03cvYxt5bI</a>",0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:59:58Z,Andrianto Lisandrea,Nunggu tahun 2029 jadi capres pak,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:49:24Z,Jual Online,Semoga tidak maju Pilpres 2024,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:45:53Z,Soni Di,Jauhi politik pak anda dibutuhkan di bola,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:43:08Z,•itZ_kia-chan•,Pssi dulu pak next baru nkri,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:41:42Z,Muhammad Burhanudin Yusuf Habibie Habibie,Jangan jadi cawapres langsung presiden aja,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:38:06Z,Asahiteuha :),Asmawi mana Asnawi,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:29:04Z,Muhammad Risky Setiawan,Bahas Mandalika dong mba Nana ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:25:24Z,viola & almeera,Hir lo fokus aja di pssi<br>Ngga cocok jadi mentri<br>Jadi mentri aja semerawut apalagi rangkap jabatan,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:22:32Z,Andiska Hafyan,Ini yang di cari Indonesia buat sepak bola Indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:20:31Z,Muhammad Adam,Obrolan seru,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:17:24Z,j.p wo,Saya optimmis sama timnas bukan karena ketumnya.saya optimis karena ada sty berani motong 2 generasi timnas.banyak pemain keturunan diaspora naturalisasi pilihan sty yg terbukti mampu menaikkan level up kualitas pemain timnas skrg.thn depan sty kayaknya gak bakal di perpanjang.sudah terlihat sty sudah gak megang u23 padahal u23 dan senior bagi sty berkesinambungan agar solid kerangka tim bentukan sty.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:16:44Z,maulana putra,Gak perlu messi sudah ada viva Garnacho,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:14:03Z,Anak Negri,Segala sesuatu kalau sudah dipegang ahlinya akan mengalir indah...jos pak Erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:12:12Z,Yopi Setiawan,Tolonglah jangan jadikan sepakbola untuk kepentingan politik mencari suara biarkan pak Erick Thohir urus dulu sepakbola kita jadi lebih baik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:09:11Z,Ulil Anharu,Counter attack Argentina gila harus di waspadai,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:09:03Z,SINANG ARMAD,skor   agentina 20 vs indonesia 0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T05:08:50Z,Glendy Rumangkang,Pak 2 periode dlu yah di pssi perbaiki sepak bola habis itu calon presiden pak😁😁😁,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:58:07Z,Kyoukai Ten,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:52:34Z,Glendy Rumangkang,Tayangan ytb mba nana skr makin keren tampilan nya sejak ada duo senior youtuber indonesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:47:45Z,the lord,Sebelum pak erick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:46:36Z,Samneedia,Pak Erik jgn jadi wapres,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
