publishedAt,authorDisplayName,textDisplay,likeCount,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T04:30:01Z,bang usan,ga nyambung njir,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:37:09Z,Mulyadi,Pak erickk mohon jangan jadi cawapres lah ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:31:59Z,Satria Dharma,Menurut ku 5-0 indo kalah tapi hati gua 6-0 indo kalah,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:29:25Z,Zarmeni,Enak y ngobrol bareng sama orang pintar seperti pak erik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:19:38Z,BM01,luar biasa pak Erick. Erick TerTohir - Tohir,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:15:24Z,Lena Rosalinda,Garuda pasti menang asalkan bawa pemain cabutan bang dodo,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:09:47Z,Matt's,"Lekas sembuh Liga1 Liga2 Liga3 <a href=""http://www.youtube.com/results?search_query=%23tragedikanjuruhankaditterlupakan"">#tragedikanjuruhankaditterlupakan</a> <a href=""http://www.youtube.com/results?search_query=%23suportlocalteam"">#suportlocalteam</a>",1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:08:14Z,Verry Ardiansyah,Pak etho untuk PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:06:35Z,Asep Kurniawan,Ketum PSSI terbaik sepanjang sejarah Indonesia ya Pak ETH.... Harus fokus ke Pssi anda pak sampai kiamat,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:05:19Z,BM01,REAL GOAT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:04:07Z,anggara 379,Fokus aja di bola dulu pak jangan jadi cawapres nanti aja di next pemilu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:02:06Z,Mas Bro,Saya Harap pak Erick untuk tidak Terburu2 dan Terpesona Rayuan Para Parpol Untuk saat ini ,,,,, tapi saya mohon jangan sekarang, karena PSSI masih membutuhkan anda . 🙏;2;;;,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:57:40Z,Falah Falah,Kalau orang orang yang di pemerintahan otak nya kaya pak eto smua,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:57:31Z,Risqi Febriyanto,Gue prediksi aj messi,,,,, klo msih brharap yaa msih bisa mngkin sih dateng, tp klo gk dateng maklumin aj trserah mreka, kan itu kputusan mreka hak mreka bkan kputusan ato hak kita indonesia, kan sdh bilang kita brtanding bkan mlawan messi saja tp lawan argentina kan.<br><br>Nih pemain yg di bawa lionel scaloni untuk lawan indonesia :<br><br>Kiper: Emiliano Martinez (Aston Villa), Geronimo Rulli (Villarreal), Walter Benitez (PSV Eindhoven)<br><br>Belakang: Nahuel Molina (Atletico Madrid), German Pezzella (Betis), Cristian Romero (Tottenham), Leonardo Balerdi (Olympique Marseille), Facundo Medina (Lens), Nicolas Tagliafico (Olympique Lyon), Marcos Acuna (Sevilla)<br><br>Tengah: Leandro Paredes (Juventus), Enzo Fernandez (Chelsea), Guido Rodriguez (Betis), Rodrigo De Paul (Atletico Madrid), Exequiel Palacios (Bayer Leverkusen), Alexis Mac Allister (Liverpool), Thiago Almada (Atlanta United), Facundo Buonanotte (Brighton), Giovani Lo Celso (Villarreal), Lucas Ocampos (Sevilla)<br><br>Depan: Julian Alvarez (Manchester City), Giovanni Simeone (Napoli), Alejandro Garnacho (Manchester United), Nicolas Gonzalez (Fiorentina)<br><br>Tanpa 4 pemain bintangnya : lionel messi, di maria, otamendi.<br>Apalagi gonzalo montiel juga krna cedera.;1;;;
2023-06-16T17:50:31Z,Daryan Pameda,Tolong pak Erik jangan nyapres dulu .tapi sukseskan dulu sepak bola nasional menuju kancah dunia aamiin💪💪💪💪🤲🤲🤲🤲,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:44:32Z,Muhamad Farhan,At least jadi ketua PSSI berapa tahun lah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:38:05Z,septian indra putra,Baca comment netizen yang ngedukung Pak Eric jadi cawapresnya Pak Ganjar<br><br>Bisa dibayangin yang satu ngundang  pemain trus yang satu nolak<br>Yang satu bermimpi yang satu isi sendiri <br>Zzzzz....,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:37:01Z,R _ is,Sngt dsyngkan sih jka pssi bnar2 d tnggal oleh pak ET kala d clonkan jdi cawapres,,,,, mngkin edsi brkut 2026 atau 2030.;0;;;,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:31:38Z,Herlina Mukti,Pak erik keren banget sih. Motivasi banget buat anak2 muda untuk selalu semangat buat mencapai goal. 👍mantap pakk,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:26:43Z,Looking At,Thanks sir Eric Tohir. Insyaalloh Semoga momentum  Timnas di segala usia bisa terus meningkat masuk Piala Dunia karena kemampuannya. Aamiin🤲🏻🙌🏻👍🏻🇲🇨🔥,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:25:15Z,Yolla Mutiara,Jangan jadi cawapres dlu pak Erik🙏🙏🙏🙏,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:22:12Z,emarbi,dovi ngomong anj depan ET haha,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:20:45Z,Muhammad Zeni,Klwpun lak erik jadi preesiden.. Sya yakim prgram nya untuk olahraga tetap brjlan dan maju,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:19:58Z,Syahrul Ramadhan,Bapak erick pliss nyalon di 2029 aja jangan di 2024 fokus benahin sepakbola dulu biar naik level,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:19:56Z,Priyo Sehutomo,Pak erik sepertinya paham semua bidang.layak menjadi pemimpin negara indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:18:19Z,narmu dirmu,Apakah cuma aku yg berikir .. Bahwa .. ini semacam awal menuju masa KEEMASAN INDONESIA TERCINTA ini menuju Kejayaan yang gemilang di masa yg akan Datang ? .. <br>Lihat saja banyak putra putri Indonesia yg mulai mendunia dalam Karya karya nya  .. PUTRI ARIANI .. ALIP BA TA .. AYU GUSFAN .. ABIM FINGER .. VOB .. OKI FADLAN .. CAKRA KHAN .. dan masih banyak bermunculan kualitas putra putri bangsa ini yg mendunia .. Sepak Bola Indonesia mulai bangkit dan menunjukan performa yg bagus .. Basket Ball .. dan nanyak cabang lain yg mulai menjukan performa gemilangnya .. Indonesia mulai di perhitungkan dalam kancah politik Dunia dan mulai menunjukan taringnya di Atmosfir pergaulan negara negara di Dunia.. pembangunan mulai merata dimana mana .. kebahagiaan terpancar dimana mana ( walau masih ada yg sakit hati . tapi itu cuma sedikit sekali mungkin tak lebih hanya 10% saja ) Indonesia masih bisa mempertahankan perekonomian yg relatif stabil dibanding negara2 di luar sana ... belom kagi fenomena2 sejarah yg bermuculan di temukan akhir2 ini yg menunjukan betapa besar nya Bangsa ini .. nah INDONESIA AKAN MENJADI BESAR DAN MUNUJU MASA KEEMASAN BILA DI KELOLA DG TEPAT DAN OLEH PUTRA PUTRI INDONESIA YG TEPAT .. <br>INDONESIA SEPERTINYA BERSIAP SIAP MENUJU MASA KEEMASAN kalau melihat tanda2 yg muncul dan bisa kita rasakan saat ini ( ini pun masih sebagian kecil tanda2 itu muncul ) .. apakah aku berlebihan tentang ini semua ?,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:16:40Z,RMP,Australia peringkat FIFA 25 atau 26 cmiiw,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:12:34Z,Verdy Go,Woeee urus tu BUMN !!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:12:29Z,JOHANNES MANDAGIE,G.O.A.T itu adalah almarhum Pele.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:07:02Z,narmu dirmu,Najwa pesomis mulu ... nduk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:06:09Z,Christ Hinne Official,DUHHH KURANG DURASI NYA... SUMPAH SERU BGT BAHAS OLAHRAGA N BUMN,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:05:35Z,Meldy Abdurahman,Tolong pak..tolong baget.. Majukan dulu sepakbola Indonesia.. Next setelah berhasil bisa jd RI 1..tolong perbaikin sepak bola dulu pakkk...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:04:51Z,Arif Saputra,Messi is Goat!!,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:04:45Z,be a thrift (paket usaha),pak erik cerdas bgt,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:04:02Z,WR Fishing11,Apa cuma aku disini yg nonton tanpa skip 🥹,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:03:08Z,Martabak mamangdaramang,Please jangan mau jadi cawapres. Fokus jayakan sepakbola Indonesia di Asia ❤❤❤,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:03:00Z,Reza Dp,Bola tidak bisa di hitung dengan Matematika,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:02:17Z,Rhiri Daeng bella,Perlihatkan Ke Dunia Pak ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:01:29Z,Ramon Salomo,pak titip BUMN ya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:56:54Z,Pakdhe indo,Langsung presiden 2028,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:55:49Z,ajunk3008,Dengan ide dan gagasan (blue print) berbagai bidang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:55:29Z,Syamie,Suatu saat pak ET diproyeksikan dan menjadi presiden RI di tahun 2029,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:55:07Z,fantasi rider,knp ya oposisi ga suka erick... selalu bilang bumn rugi.... benci pak erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:54:00Z,M.I Batubara,Semoga kagak ada tuh hitam di atas putih pas Oktober terkait sama pak Erick,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:49:31Z,Ojie Berlian,Apapun Posisi Pak ETO<br>Tetap Mantap !!<br>&amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:49:08Z,Na Bila,Kalahkan argentina,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:45:24Z,Rizqi Pradana,Minimal tanam mangrove!,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:44:17Z,Aldy Krisna,Ronaldo GOAT,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:43:40Z,Sukarman Arman,Maju pak 2024,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:42:48Z,Uchin Sin,Jika messi gak datang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:42:10Z,Mamen Tikait,andovi...insyaallah bener 1-0..untuk indonesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:41:12Z,sabo kun,Gue cuma berharap pak ET ga menerima tawaran cawapres.. dan fokus di PSSI dulu.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:40:05Z,Na Bila,Bawa sepakbola indonesia terbang tinggi dulu pak 5-10 tahun ke depan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:34:49Z,Cahyo Dekaranu,Mantap..penjelasan pak ET..detail &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:34:35Z,taro,kocak wkwkwk,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:33:38Z,Muhammad Akbar,ET pinter banget,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:28:31Z,Creative JS,Kenapa ya mas Erik dan Najwa slalu curi2 pandang ya????😂😂😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:54:03Z,Tidak Sempurna,Ah perasaanmu ajaaa.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:26:11Z,Ahir Uddin07,Tolong pak Erik di benahi organisasi PSSI nya juga <br>Jangan 1 Exco menajbat 2-3 jabatan dan perketat pengawasan <br>Serta lanjutkan tuh yg pernah bapak katakan bahwa ada tim audit trus sudah beberapa bulan anda menjabat mana hasil audit nya.<br>Knp banyak Exco yg tidak menjalankan apa tugas masing masing bahkan ada Exco yg menjabat 3 jabatan<br>Kan lucu itu 😂<br>Kami dukung pak Erik dgn kepemimpinan organisasi dan agenda serta rencana yg hebat <br>Tapi harus nya bukan hanya bapak yg demikian <br>Harusnya bukan bapak saja yg kurang tidur semua bawahan bapak juga harus kerja keras dan transparan klw g,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:25:52Z,Hendra Sodikin,5:0 (🇮🇩:🇦🇷) timnas indonesia menang besar,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:25:03Z,Andi Mario,ini orang punya pride,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T18:49:49Z,EDI EDI,Tanpa banyak opini tapi bukti yg sellu di tepati,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:24:52Z,Hidayat Saepul,Gk kebayang klo pak erick jd wapres terus pssi di pegang ama waketum zaenudim amali yg kayaknya gk cocok &amp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:23:33Z,Moh Azhari,Orang beli tiket pengen lihat mesi eh malah pada kena prank...,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:22:03Z,ARH CNC,Seruu jir obrolannya 😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:20:51Z,herman hidayat,Musyawarah terlama tapi rasa nya sebentar karena seruuuuu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:11:47Z,Seloro YT,Ini baru pemimpin sejati,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T06:20:14Z,Ukulele,@Green Brocolli wkwkwk ngapain gw gw jd lovers kang vokep,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-19T01:05:58Z,Simple Logic / logika Sederhana -💡,Hallaahh... pola permainan timnas dan pola permainan BRI liga 1 ngga jauh beda. Dari Grade <b>SS - C</b> level liga Indonesia itu Grade B.<br>Bahkan insfratrukturnya masih lebih bagus SkyBet.<br><br><i>EPL,,,,, MNL Myanmar</i>  = <b>Grade B</b><br><br>Kenapa liga Indonesia buruk, dan timnasnya juga ngga beda jauh beda.<br><br>1. Insfratruktur ngga modern era sekarang.<br>2. Kelengkapan Latihan di bawah standar.<br>3. Pola permainan kasar, amburadul.<br>4. Resiko cedera lebih tinggi daripada negara selevel.<br>5. Jarang di minati pemain Grade A.<br>6. Wasit  ( kalo belum KO belum pelanggaran )<br>7. Suporter urakan<br>8. Manajemen, money is number one.<br>9. Investasi jangka panjang di anak tirikan.<br>10. Mafia, Sponsor," kesepakatan membuat kita tahu siapa pemenangnya.<br><br><a href=""""http://www.youtube.com/results?search_query=%23pemain"""">#Pemain</a> Eropa modern yang pensiun tahun 2010+ an banyak loh.<br>Bisa kali 200 JT mah ya ngga <b><i>koh CEO.</i></b><br><a href=""""http://www.youtube.com/results?search_query=%23misalnya_xavi_hernandes"""">#misalnya_Xavi_Hernandes</a> Barca", kita bisa tuh cari pemain dari klub kasta tengah.<br>Ngga usah cari yang mahal," yang di butuhkan pengalaman untuk jangka panjang.<br><a href=""""http://www.youtube.com/results?search_query=%23koohh"""">#koohh</a> aduuhh koohh akoo maoo keluaarrr.. Wkwkwkwkwkkw."";0;;;",,,,,,,,,,,,,,,,,,
2023-06-19T00:59:30Z,Green Brocolli,@Ukulele sok tau lu ganjar lovers,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T15:55:26Z,Ukulele,@Yudi Triyana dirut bumn jd tsk korupsi itu baik? Garuda dr dulu sama mainannya financial engineering.. Byr vendor yg ngeluh gk dibayar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T09:10:47Z,Agus Surawan,Biasa aja lah,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:10:56Z,Channel Suntoro,Semoga sukses mendampingi bpk prabowo.klau pak ganjar ga mau jd pendamping bpk prabowo. Kita meendoakan saja niat baik,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:06:55Z,Maizir Syafei,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:06:19Z,Dwikorahardo Histiajid,Arsenal pernah dikalahin sama niac mitra Surabaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:05:57Z,Asep Permana,Forza Inter... Pak erik... Semangat timnas,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:04:58Z,Rendy KT,Tolong pak erick gk usah nyapres 😅 Perbaiki sepak bola saja,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:04:43Z,azhar marek,ini seru banget ngobrolnya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:03:07Z,Fransiskus Pramudito,Prediksi saya Indonesia v Argentina 0-3<br>- Kualitas pemain kita sama pemain lapis 2 atau 3 nya Argentina masih cukup jauh<br>- Dari segi taktik  Scaloni masih lebih oke<br>- Mental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-18T09:07:10Z,Muhammad Nuur,INA 2- 1  ARGT.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T01:35:43Z,Reva Fidlm,beda 1 skor sama rangking 19 (australia) ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:02:37Z,Amy,Cawapres 2024 Pak Erik saya dukung✊️,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T15:09:33Z,Amy,@Dani Widi Murtadho logikanya broo.. di PSSI bagus apa lagi jadi Wapres lebih gampang aturnya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-17T14:51:53Z,Dani Widi Murtadho,Jangan dulu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:59:16Z,Muhamad Arfin Syadi_130,Tuntasin benerin bola dulu pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:56:52Z,iim geraldine,Gw bebas apapun di lakukan pak erik walaupun nanti pak erik ga menjabat sebagai ketua pssi setidaknya program pak erik di lanjutin oleh ketua pssi baru nanti atau setidaknya programnya harus lebih bagus dari pak erik punya inisiatif lah ya itu aja si asalkan niat dan berusaha dan semangat ☺️,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:55:10Z,Faisal Kang,Tanpa kita sadari ... Pssi sekarang masih one man show<br>Bebererapa kebijakan ET juga masih banyak yang berubah ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T23:30:38Z,Satria Fu,Yunus nusi SEKJEN AFK hahaha sinyalnya ET matiin. Soalnya klo bacot suka ngawur😂😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:38:41Z,Faisal Kang,@jack deriver semoga aja bang ..<br>Tapi kalo sekemannya adalah biar  nama Erik Tohir ke dorong  naik terus .. terus ET Masuk bursa cawapres ya tetep bakal runtuh ini projek mercusuar dan cita cita nya di PSSI,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:20:11Z,jack deriver,Mungkin pak Eric Tohir gag percaya sama orang&quot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:54:41Z,LinggaJaty Office,Kalo draw 1-1 kalo ngak 0-0 2-2😅😅😅😅😅😅💪💪💪☕☕👈👈,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:52:37Z,SukaNgekonser,keren bgt nih ketum,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:50:48Z,MyAlfa,Halah ... kok bsa KETUA pssi dan mentri BuMN di tanya polusi udara... SANGAT TIDAK BERBOBOT ... PERTANYAAN TITIPAN YA ?,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:49:58Z,Berita Viral 777,emank ini pak erick is the best lah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:48:27Z,orang awam,Gw sebagai fans CR7 mengatakan cebol pemain yang sombong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:48:00Z,Muhammad  Paser Tanah Grogot,Wow,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:45:36Z,CH Zenith,"<a href=""https://www.youtube.com/watch?v=XzYWdbwecnc&amp",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:45:34Z,M. Wana Padila Putra,Saran untuk tim narasi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:44:25Z,ALI MUSTAKIM TV,PAK BELI SAHAM CLUB ARAB SAUDI PAK.,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:44:10Z,Nadhira Safa Rahima,Minimal draw kalau kalah tipis dan kita bisa cetak gol..realistis saja juara dunia lawan kita berat..,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:43:14Z,Teteg Winantea,Ternyata Bung Erik orang hebat bukan hanya di Sepakbola.tapi punya skil.pengetahuan hebat..keliatan banget diwawancarai Mb Najwa yang juga hebat..👍,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:40:11Z,Muhammad Syahrir,Ngak apa2 jdi cawapres pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:38:18Z,Phang Siauw Min,Saya pribadi tidak berharap jadi cawapres.. <br>Benahi dulu sepak bola indonesia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:37:00Z,viren Ngutra Viren,Timnas Indonesia ama Argentina Skor 4-3 menit trakhir tmbhn wktu 5 mnit Argentina kemasukan Timnas yg msukan Pemain belakng bek jangkung dri Tendangn pojok lhat aj nnti 😂😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:36:29Z,Baby Christiany,PAK ERICK FOKUS BOLA DULU AJA YA PAK..nnti klo bola udah Jaya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:33:48Z,Muhammad Khusnul Arrosid,Obrolan yang bermutu. Thanks Pak Erick. Sehat selalu.,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:33:09Z,Anton Nugroho,Messi ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:32:33Z,STAR Global Channel,Bodo amat dg politik,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:31:34Z,kon,Jika pak erick cawapres saya berharap gagal biar fokus dulu di bola🙌🏻,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:31:20Z,MSG V_nem,Pak Erik tohir RI 2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:30:15Z,TheFirmansyah13,Aduh gagal tenar nih,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:14:55Z,Muhammad Alwy,Siapa? Pak erick thohir? Pemilik inter milan yakali gak tenar. Salah org lu,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:29:44Z,heri santoso,Asal jangan babak belurrr.... 🤣,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:28:06Z,Anton Ariyanto,Australia peringkat 27,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:27:43Z,AL ROIS MUSTAQIM OFFICIAL,Smoga sukses selalu kak amin panjang umurnya dilancarkan rezeki nya dimudahkan dalam segala urusan nya amin ya Allah ya rabbal ❤😊,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:27:27Z,Hendi Gunawan,Gini lho... Seandainya pak erik nyalon wakil presiden.  Lalu yg jadi pengganti ketum PSSI Ratu Tisha itu masih oke lah.  Karena ratu tisha paham bola. Lah ini masalahnya yg gantiin nanti zainudin amali. Dia tau apa tentang sepak bola??? Sangat pesimis..,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:26:04Z,Azis deril,Kalo boleh kasih saran.pak erick jangan dulu jadi cawapres..pssi masih butuh pak erick lagi semangat&quot,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:25:07Z,Faiz Faiidzien,Fokus aja di pssi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:24:04Z,Arsakum Indah lestari.,Emg ya ketum pssi itu gk ada yang bner2 serius untuk membenahi liga indonesia,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:22:58Z,JunKie$,MENANG LAWAN ARGENTINA HANYA JADI KESENANGAN DAN KEBANGGAAN PLAYER2 TIMNAS SAJA... MESSI DATANG KE INDONESIA JADI KESENANGAN SELURUH RAKYAT INDONESIA💔 PLEASE PERJUANGKAN MESSI DATANG 😭🇲🇨,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T17:16:03Z,Adm Sadu Jr,Ini Argentina bung bukan Messi alstarr jadi gimana pelatih Argentina ajaa,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:18:58Z,Mads Sportainment,Bawa PSSI terbang tinggi dulu pak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:18:11Z,Siyoo-pongpong,jangan ikut pilpres dlu pak ET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:16:53Z,Exve Legends,Gak pantas erik jd cawapres..blm jadi aja udh berani prank dan jual nama messi utk meraih untung. Kenapa gk dr awal blg messi gk dtg.. <br>Orang jujur dan berintergrasi yg pantas jd cawapres.. itu bukan erik tohir,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T16:10:47Z,Muhammad Alwy,Tidur dek kebanyakan ngelantur lu😂,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:15:41Z,Rojali jali,Obrolan y ga jelas bola bola aja<br>Malah ngobrol kemana mana,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:14:47Z,YUSMULIADI,Right man on the right job ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-06-16T15:14:17Z,Nizam Al Amin,Udah habis masa jabatannya di PSSI ntar baru calon kan diri jadi CAPRES /CAWAPRES.<br>majukan dahulu sepak bola INDONESIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
